ID,R1,R2
20261125_WGS20X_OS00007_CF_F12M,/project/o250022_cfOSTEO/script/preprocess/00_RAW_FASTQ/OS07_12m_R1.fastq.gz,/project/o250022_cfOSTEO/script/preprocess/00_RAW_FASTQ/OS07_12m_R2.fastq.gz
